Quarter,Month,Week,Product Type,Territory,Sales Channel,Customer Type,Revenue,Cost
Q4/2011,11-Dec,W51-2011,Mobile,North America,Internet,Entertainment Venues,2558,1826
Q4/2011,11-Dec,W51-2011,Mobile,North America,Retail,Entertainment Venues,2044,2400
Q4/2011,11-Dec,W51-2011,Office Supplies,North America,Direct,Retail,9121,10725
Q4/2011,11-Dec,W51-2011,Office Supplies,North America,Internet,Entertainment Venues,11661,6961
Q4/2011,11-Dec,W51-2011,Office Supplies,North America,Retail,Entertainment Venues,1378,1038
Q4/2011,11-Dec,W51-2011,Office Supplies,North America,Retail,Retail,26324,34447
Q4/2011,11-Dec,W51-2011,Repairs,North America,Retail,Retail,24284,31559
Q4/2011,11-Dec,W51-2011,Portable Electronics,North America,Direct,Entertainment Venues,8500,9329
Q4/2011,11-Dec,W51-2011,Portable Electronics,North America,Direct,Retail,8889,14324
Q4/2011,11-Dec,W51-2011,Portable Electronics,North America,Internet,Entertainment Venues,616,597
Q4/2011,11-Dec,W51-2011,Portable Electronics,North America,Retail,Internet Direct,2878,2200
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Direct,Entertainment Venues,12084,19954
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Direct,Internet Direct,8602,10534
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Internet,Branded Stores,10950,15917
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Internet,Internet Direct,4704,2327
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Retail,Entertainment Venues,16773,25569
Q4/2011,11-Dec,W52-2011,Computers & Tablets,North America,Retail,Retail,27625,66100
Q4/2011,11-Dec,W52-2011,TV & Home Theatre,North America,Direct,Entertainment Venues,2022,1903
Q4/2011,11-Dec,W52-2011,TV & Home Theatre,North America,Internet,Retail,1493,2931
Q4/2011,11-Dec,W52-2011,TV & Home Theatre,North America,Retail,Entertainment Venues,17118,19450
Q4/2011,11-Dec,W52-2011,Cameras,North America,Direct,Entertainment Venues,2109,2733
Q4/2011,11-Dec,W52-2011,Cameras,North America,Internet,Entertainment Venues,417,389
Q4/2011,11-Dec,W52-2011,Cameras,North America,Internet,Retail,29190,62890
Q4/2011,11-Dec,W52-2011,Cameras,North America,Retail,Entertainment Venues,1170,1833
Q4/2011,11-Dec,W52-2011,Cameras,North America,Retail,Branded Stores,1604,3131
Q4/2011,11-Dec,W52-2011,Cameras,North America,Retail,Retail,12679,34431
Q4/2011,11-Dec,W52-2011,Mobile,North America,Direct,Retail,2047,4178
Q4/2011,11-Dec,W52-2011,Mobile,North America,Retail,Internet Direct,1789,1469
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Direct,Entertainment Venues,1567,1040
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Direct,Retail,1068,1411
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Internet,Entertainment Venues,8805,5549
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Internet,Branded Stores,11032,10926
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Internet,Retail,1313,1249
Q4/2011,11-Dec,W52-2011,Office Supplies,North America,Retail,Entertainment Venues,5175,4296
Q4/2011,11-Dec,W52-2011,Repairs,North America,Direct,Retail,13127,9170
Q4/2011,11-Dec,W52-2011,Portable Electronics,North America,Direct,Entertainment Venues,177,210
Q4/2011,11-Dec,W52-2011,Portable Electronics,North America,Internet,Entertainment Venues,3769,2834
Q4/2011,11-Dec,W52-2011,Portable Electronics,North America,Internet,Retail,15381,23642
Q4/2011,11-Dec,W52-2011,Portable Electronics,North America,Retail,Entertainment Venues,6523,8445
Q4/2011,11-Dec,W52-2011,Portable Electronics,North America,Retail,Retail,726,2283
Q4/2011,11-Dec,W53-2011,Computers & Tablets,North America,Direct,Entertainment Venues,15822,29717
Q4/2011,11-Dec,W53-2011,Computers & Tablets,North America,Internet,Branded Stores,2906,3761
Q4/2011,11-Dec,W53-2011,Computers & Tablets,North America,Internet,Retail,14848,22163
Q4/2011,11-Dec,W53-2011,TV & Home Theatre,North America,Direct,Entertainment Venues,16850,16317
Q4/2011,11-Dec,W53-2011,TV & Home Theatre,North America,Internet,Entertainment Venues,8572,8550
Q4/2011,11-Dec,W53-2011,TV & Home Theatre,North America,Internet,Retail,5920,10267
Q4/2011,11-Dec,W53-2011,TV & Home Theatre,North America,Retail,Entertainment Venues,755,1190
Q4/2011,11-Dec,W53-2011,Cameras,North America,Direct,Entertainment Venues,7861,8896
Q4/2011,11-Dec,W53-2011,Cameras,North America,Direct,Internet Direct,21482,15078
Q4/2011,11-Dec,W53-2011,Cameras,North America,Retail,Entertainment Venues,3126,7259
Q4/2011,11-Dec,W53-2011,Cameras,North America,Retail,Retail,458,1913
Q4/2011,11-Dec,W53-2011,Mobile,North America,Direct,Entertainment Venues,1409,1280
Q4/2011,11-Dec,W53-2011,Mobile,North America,Direct,Branded Stores,3468,5376
Q4/2011,11-Dec,W53-2011,Mobile,North America,Direct,Retail,3199,4973
Q4/2011,11-Dec,W53-2011,Mobile,North America,Internet,Entertainment Venues,8824,4967
Q4/2011,11-Dec,W53-2011,Mobile,North America,Internet,Retail,9642,13018
Q4/2011,11-Dec,W53-2011,Mobile,North America,Retail,Entertainment Venues,2065,2580
Q4/2011,11-Dec,W53-2011,Mobile,North America,Retail,Retail,9573,26013
Q4/2011,11-Dec,W53-2011,Office Supplies,North America,Direct,Retail,3718,6551
Q4/2011,11-Dec,W53-2011,Office Supplies,North America,Internet,Entertainment Venues,5850,3144
Q4/2011,11-Dec,W53-2011,Office Supplies,North America,Internet,Retail,20069,21280
Q4/2011,11-Dec,W53-2011,Office Supplies,North America,Retail,Retail,3444,5214
Q4/2011,11-Dec,W53-2011,Repairs,North America,Internet,Retail,16302,12946
Q4/2011,11-Dec,W53-2011,Portable Electronics,North America,Direct,Entertainment Venues,10486,8809
Q4/2011,11-Dec,W53-2011,Portable Electronics,North America,Internet,Entertainment Venues,3793,2880
Q4/2011,11-Dec,W53-2011,Portable Electronics,North America,Internet,Branded Stores,9914,8798
Q1/2012,12-Jan,W1-2012,Computers & Tablets,North America,Direct,Entertainment Venues,11143,24970.8
Q1/2012,12-Jan,W1-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,452.1,427.2
Q1/2012,12-Jan,W1-2012,Cameras,North America,Internet,Branded Stores,5650.7,6834
Q1/2012,12-Jan,W1-2012,Mobile,North America,Retail,Entertainment Venues,500.5,495.6
Q1/2012,12-Jan,W1-2012,Office Supplies,North America,Internet,Branded Stores,75829.6,48753.6
Q1/2012,12-Jan,W1-2012,Repairs,North America,Internet,Retail,13585,13018.8
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Direct,Entertainment Venues,12940.4,19275.6
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Direct,Retail,4496.8,13740
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Internet,Entertainment Venues,5723.3,6756
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Internet,Branded Stores,16931.2,21068.4
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Internet,Retail,89052.7,108193.2
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Retail,Entertainment Venues,1719.3,2112
Q1/2012,12-Jan,W2-2012,Computers & Tablets,North America,Retail,Retail,2410.1,4999.2
Q1/2012,12-Jan,W2-2012,TV & Home Theatre,North America,Internet,Internet Direct,2691.7,1143.6
Q1/2012,12-Jan,W2-2012,TV & Home Theatre,North America,Retail,Retail,17264.5,59760
Q1/2012,12-Jan,W2-2012,Cameras,North America,Internet,Entertainment Venues,144.1,103.2
Q1/2012,12-Jan,W2-2012,Cameras,North America,Retail,Internet Direct,21720.6,24880.8
Q1/2012,12-Jan,W2-2012,Mobile,North America,Direct,Entertainment Venues,1337.6,1514.4
Q1/2012,12-Jan,W2-2012,Mobile,North America,Retail,Branded Stores,49996.1,97378.8
Q1/2012,12-Jan,W2-2012,Mobile,North America,Retail,Retail,3477.1,7923.6
Q1/2012,12-Jan,W2-2012,Office Supplies,North America,Direct,Branded Stores,11721.6,12590.4
Q1/2012,12-Jan,W2-2012,Office Supplies,North America,Direct,Retail,2594.9,4582.8
Q1/2012,12-Jan,W2-2012,Office Supplies,North America,Internet,Entertainment Venues,238.7,123.6
Q1/2012,12-Jan,W2-2012,Office Supplies,North America,Internet,Retail,42922,53460
Q1/2012,12-Jan,W2-2012,Repairs,North America,Retail,Branded Stores,24846.8,20878.8
Q1/2012,12-Jan,W2-2012,Portable Electronics,North America,Internet,Retail,569.8,945.6
Q1/2012,12-Jan,W3-2012,Computers & Tablets,North America,Direct,Entertainment Venues,3467.2,6266.4
Q1/2012,12-Jan,W3-2012,Computers & Tablets,North America,Direct,Retail,9002.4,24380.4
Q1/2012,12-Jan,W3-2012,Computers & Tablets,North America,Retail,Branded Stores,25944.6,61599.6
Q1/2012,12-Jan,W3-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,7206.1,9555.6
Q1/2012,12-Jan,W3-2012,Cameras,North America,Direct,Entertainment Venues,17611,20305.2
Q1/2012,12-Jan,W3-2012,Cameras,North America,Internet,Retail,2985.4,5455.2
Q1/2012,12-Jan,W3-2012,Cameras,North America,Retail,Entertainment Venues,2197.8,3004.8
Q1/2012,12-Jan,W3-2012,Cameras,North America,Retail,Branded Stores,3622.3,7909.2
Q1/2012,12-Jan,W3-2012,Cameras,North America,Retail,Internet Direct,38200.8,30018
Q1/2012,12-Jan,W3-2012,Mobile,North America,Direct,Entertainment Venues,25565.1,17781.6
Q1/2012,12-Jan,W3-2012,Mobile,North America,Internet,Retail,13610.3,13146
Q1/2012,12-Jan,W3-2012,Mobile,North America,Retail,Internet Direct,6479,5365.2
Q1/2012,12-Jan,W3-2012,Office Supplies,North America,Direct,Entertainment Venues,807.4,580.8
Q1/2012,12-Jan,W3-2012,Office Supplies,North America,Internet,Entertainment Venues,6205.1,2240.4
Q1/2012,12-Jan,W3-2012,Office Supplies,North America,Retail,Entertainment Venues,3997.4,2528.4
Q1/2012,12-Jan,W3-2012,Repairs,North America,Internet,Entertainment Venues,5632,2370
Q1/2012,12-Jan,W3-2012,Portable Electronics,North America,Direct,Retail,259.6,374.4
Q1/2012,12-Jan,W3-2012,Portable Electronics,North America,Internet,Internet Direct,7239.1,4428
Q1/2012,12-Jan,W4-2012,Computers & Tablets,North America,Direct,Entertainment Venues,6421.8,10515.6
Q1/2012,12-Jan,W4-2012,Computers & Tablets,North America,Direct,Branded Stores,8001.4,24033.6
Q1/2012,12-Jan,W4-2012,Computers & Tablets,North America,Direct,Retail,34953.6,108181.2
Q1/2012,12-Jan,W4-2012,Computers & Tablets,North America,Internet,Retail,1402.5,2400
Q1/2012,12-Jan,W4-2012,TV & Home Theatre,North America,Internet,Retail,2484.9,4304.4
Q1/2012,12-Jan,W4-2012,TV & Home Theatre,North America,Retail,Retail,5080.9,17358
Q1/2012,12-Jan,W4-2012,Cameras,North America,Direct,Entertainment Venues,28161.1,31863.6
Q1/2012,12-Jan,W4-2012,Mobile,North America,Direct,Entertainment Venues,2400.2,2187.6
Q1/2012,12-Jan,W4-2012,Mobile,North America,Direct,Retail,6587.9,8773.2
Q1/2012,12-Jan,W4-2012,Mobile,North America,Internet,Entertainment Venues,31292.8,20288.4
Q1/2012,12-Jan,W4-2012,Mobile,North America,Internet,Retail,1785.3,2155.2
Q1/2012,12-Jan,W4-2012,Mobile,North America,Retail,Retail,2302.3,6147.6
Q1/2012,12-Jan,W4-2012,Office Supplies,North America,Direct,Entertainment Venues,8445.8,6871.2
Q1/2012,12-Jan,W4-2012,Office Supplies,North America,Internet,Entertainment Venues,146.3,51.6
Q1/2012,12-Jan,W4-2012,Office Supplies,North America,Retail,Retail,8836.3,14422.8
Q1/2012,12-Jan,W4-2012,Repairs,North America,Internet,Entertainment Venues,37162.4,13786.8
Q1/2012,12-Jan,W4-2012,Portable Electronics,North America,Direct,Entertainment Venues,21948.3,20331.6
Q1/2012,12-Jan,W4-2012,Portable Electronics,North America,Direct,Internet Direct,30416.1,13470
Q1/2012,12-Jan,W4-2012,Portable Electronics,North America,Internet,Retail,1406.9,2023.2
Q1/2012,12-Jan,W4-2012,Portable Electronics,North America,Retail,Branded Stores,32434.6,47706
Q1/2012,12-Jan,W5-2012,Computers & Tablets,North America,Direct,Entertainment Venues,386.1,496.8
Q1/2012,12-Jan,W5-2012,Computers & Tablets,North America,Internet,Entertainment Venues,924,748.8
Q1/2012,12-Jan,W5-2012,Computers & Tablets,North America,Internet,Branded Stores,358.6,468
Q1/2012,12-Jan,W5-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,12695.1,7278
Q1/2012,12-Jan,W5-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,275,435.6
Q1/2012,12-Jan,W5-2012,Cameras,North America,Direct,Retail,14038.2,33126
Q1/2012,12-Jan,W5-2012,Cameras,North America,Internet,Entertainment Venues,10899.9,7798.8
Q1/2012,12-Jan,W5-2012,Cameras,North America,Retail,Entertainment Venues,10844.9,19869.6
Q1/2012,12-Jan,W5-2012,Mobile,North America,Internet,Entertainment Venues,24360.6,20458.8
Q1/2012,12-Jan,W5-2012,Mobile,North America,Retail,Entertainment Venues,918.5,1377.6
Q1/2012,12-Jan,W5-2012,Mobile,North America,Retail,Internet Direct,45247.4,27633.6
Q1/2012,12-Jan,W5-2012,Office Supplies,North America,Direct,Entertainment Venues,2423.3,1904.4
Q1/2012,12-Jan,W5-2012,Office Supplies,North America,Internet,Retail,396,367.2
Q1/2012,12-Jan,W5-2012,Office Supplies,North America,Retail,Entertainment Venues,15852.1,14401.2
Q1/2012,12-Jan,W5-2012,Portable Electronics,North America,Direct,Entertainment Venues,883.3,1092
Q1/2012,12-Jan,W5-2012,Portable Electronics,North America,Retail,Entertainment Venues,12144,14131.2
Q1/2012,12-Jan,W5-2012,Portable Electronics,North America,Retail,Internet Direct,49644.1,47259.6
Q1/2012,12-Jan,W6-2012,TV & Home Theatre,North America,Retail,Retail,320.1,1065.6
Q1/2012,12-Jan,W6-2012,Mobile,North America,Direct,Entertainment Venues,7273.2,6430.8
Q1/2012,12-Feb,W6-2012,Computers & Tablets,North America,Direct,Retail,7840.8,22616.4
Q1/2012,12-Feb,W6-2012,Computers & Tablets,North America,Retail,Entertainment Venues,2787.4,2833.2
Q1/2012,12-Feb,W6-2012,Computers & Tablets,North America,Retail,Retail,41026.7,90373.2
Q1/2012,12-Feb,W6-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,5362.5,4645.2
Q1/2012,12-Feb,W6-2012,TV & Home Theatre,North America,Internet,Branded Stores,18139,15807.6
Q1/2012,12-Feb,W6-2012,Cameras,North America,Internet,Retail,1639,2504.4
Q1/2012,12-Feb,W6-2012,Mobile,North America,Direct,Entertainment Venues,1283.7,656.4
Q1/2012,12-Feb,W6-2012,Mobile,North America,Internet,Entertainment Venues,6728.7,3211.2
Q1/2012,12-Feb,W6-2012,Mobile,North America,Internet,Retail,1997.6,2504.4
Q1/2012,12-Feb,W6-2012,Mobile,North America,Retail,Retail,40031.2,65169.6
Q1/2012,12-Feb,W6-2012,Office Supplies,North America,Internet,Entertainment Venues,7592.2,2864.4
Q1/2012,12-Feb,W6-2012,Repairs,North America,Internet,Retail,24065.8,13819.2
Q1/2012,12-Feb,W6-2012,Portable Electronics,North America,Internet,Entertainment Venues,8867.1,3411.6
Q1/2012,12-Feb,W6-2012,Portable Electronics,North America,Internet,Branded Stores,39609.9,31075.2
Q1/2012,12-Feb,W6-2012,Portable Electronics,North America,Internet,Retail,6490,5896.8
Q1/2012,12-Feb,W7-2012,Computers & Tablets,North America,Direct,Entertainment Venues,9596.4,10983.6
Q1/2012,12-Feb,W7-2012,Computers & Tablets,North America,Direct,Retail,15807,49980
Q1/2012,12-Feb,W7-2012,Computers & Tablets,North America,Internet,Entertainment Venues,13544.3,7623.6
Q1/2012,12-Feb,W7-2012,Computers & Tablets,North America,Retail,Entertainment Venues,34639,43783.2
Q1/2012,12-Feb,W7-2012,Computers & Tablets,North America,Retail,Branded Stores,13360.6,15598.8
Q1/2012,12-Feb,W7-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,743.6,787.2
Q1/2012,12-Feb,W7-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,1102.2,746.4
Q1/2012,12-Feb,W7-2012,Cameras,North America,Internet,Entertainment Venues,12060.4,9080.4
Q1/2012,12-Feb,W7-2012,Mobile,North America,Retail,Entertainment Venues,4540.8,4476
Q1/2012,12-Feb,W7-2012,Office Supplies,North America,Direct,Entertainment Venues,2065.8,1119.6
Q1/2012,12-Feb,W7-2012,Office Supplies,North America,Internet,Retail,11628.1,9039.6
Q1/2012,12-Feb,W7-2012,Office Supplies,North America,Retail,Entertainment Venues,3989.7,1845.6
Q1/2012,12-Feb,W7-2012,Office Supplies,North America,Retail,Internet Direct,33639.1,11528.4
Q1/2012,12-Feb,W7-2012,Portable Electronics,North America,Direct,Entertainment Venues,6231.5,5278.8
Q1/2012,12-Feb,W7-2012,Portable Electronics,North America,Direct,Retail,876.7,1404
Q1/2012,12-Feb,W7-2012,Portable Electronics,North America,Direct,Internet Direct,25801.6,13587.6
Q1/2012,12-Feb,W7-2012,Portable Electronics,North America,Internet,Entertainment Venues,2520.1,2005.2
Q1/2012,12-Feb,W7-2012,Portable Electronics,North America,Internet,Retail,4099.7,3546
Q1/2012,12-Feb,W8-2012,Computers & Tablets,North America,Direct,Branded Stores,29631.8,34617.6
Q1/2012,12-Feb,W8-2012,Computers & Tablets,North America,Internet,Entertainment Venues,30622.9,24031.2
Q1/2012,12-Feb,W8-2012,Computers & Tablets,North America,Internet,Retail,1101.1,1315.2
Q1/2012,12-Feb,W8-2012,TV & Home Theatre,North America,Direct,Retail,34138.5,46461.6
Q1/2012,12-Feb,W8-2012,Cameras,North America,Internet,Branded Stores,562.1,568.8
Q1/2012,12-Feb,W8-2012,Mobile,North America,Direct,Branded Stores,225.5,303.6
Q1/2012,12-Feb,W8-2012,Mobile,North America,Direct,Retail,448.8,530.4
Q1/2012,12-Feb,W8-2012,Mobile,North America,Internet,Entertainment Venues,7429.4,3496.8
Q1/2012,12-Feb,W8-2012,Mobile,North America,Internet,Branded Stores,16273.4,11409.6
Q1/2012,12-Feb,W8-2012,Office Supplies,North America,Direct,Entertainment Venues,3306.6,1852.8
Q1/2012,12-Feb,W8-2012,Office Supplies,North America,Direct,Branded Stores,26833.4,23709.6
Q1/2012,12-Feb,W8-2012,Office Supplies,North America,Direct,Retail,8254.4,8358
Q1/2012,12-Feb,W8-2012,Office Supplies,North America,Internet,Entertainment Venues,18973.9,9501.6
Q1/2012,12-Feb,W8-2012,Office Supplies,North America,Internet,Branded Stores,22383.9,15825.6
Q1/2012,12-Feb,W8-2012,Repairs,North America,Direct,Entertainment Venues,11036.3,3409.2
Q1/2012,12-Feb,W8-2012,Portable Electronics,North America,Direct,Entertainment Venues,1420.1,1124.4
Q1/2012,12-Feb,W8-2012,Portable Electronics,North America,Internet,Entertainment Venues,8687.8,4518
Q1/2012,12-Feb,W9-2012,Computers & Tablets,North America,Internet,Entertainment Venues,34263.9,24740.4
Q1/2012,12-Feb,W9-2012,Computers & Tablets,North America,Internet,Internet Direct,18865,7812
Q1/2012,12-Feb,W9-2012,Computers & Tablets,North America,Retail,Retail,16368,35931.6
Q1/2012,12-Feb,W9-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,32453.3,25902
Q1/2012,12-Feb,W9-2012,TV & Home Theatre,North America,Internet,Branded Stores,168565.1,120327.6
Q1/2012,12-Feb,W9-2012,TV & Home Theatre,North America,Retail,Branded Stores,120657.9,157650
Q1/2012,12-Feb,W9-2012,TV & Home Theatre,North America,Retail,Retail,13176.9,27172.8
Q1/2012,12-Feb,W9-2012,Cameras,North America,Direct,Entertainment Venues,690.8,594
Q1/2012,12-Feb,W9-2012,Cameras,North America,Internet,Entertainment Venues,5580.3,3799.2
Q1/2012,12-Feb,W9-2012,Cameras,North America,Internet,Retail,39811.2,65264.4
Q1/2012,12-Feb,W9-2012,Cameras,North America,Retail,Retail,14812.6,23593.2
Q1/2012,12-Feb,W9-2012,Cameras,North America,Retail,Internet Direct,111127.5,100120.8
Q1/2012,12-Feb,W9-2012,Mobile,North America,Direct,Entertainment Venues,613.8,415.2
Q1/2012,12-Feb,W9-2012,Mobile,North America,Direct,Retail,1805.1,2923.2
Q1/2012,12-Feb,W9-2012,Mobile,North America,Internet,Retail,15888.4,12745.2
Q1/2012,12-Feb,W9-2012,Mobile,North America,Retail,Entertainment Venues,3163.6,2847.6
Q1/2012,12-Feb,W9-2012,Mobile,North America,Retail,Retail,8822,19648.8
Q1/2012,12-Feb,W9-2012,Office Supplies,North America,Direct,Retail,887.7,705.6
Q1/2012,12-Feb,W9-2012,Office Supplies,North America,Internet,Entertainment Venues,15595.8,7371.6
Q1/2012,12-Feb,W9-2012,Office Supplies,North America,Internet,Retail,27816.8,21373.2
Q1/2012,12-Feb,W9-2012,Office Supplies,North America,Retail,Entertainment Venues,743.6,626.4
Q1/2012,12-Feb,W9-2012,Portable Electronics,North America,Direct,Retail,14153.7,23856
Q1/2012,12-Feb,W9-2012,Portable Electronics,North America,Direct,Internet Direct,3773,1760.4
Q1/2012,12-Feb,W9-2012,Portable Electronics,North America,Internet,Retail,4471.5,5845.2
Q1/2012,12-Feb,W9-2012,Portable Electronics,North America,Retail,Retail,15736.6,30602.4
Q1/2012,12-Feb,W10-2012,Computers & Tablets,North America,Internet,Entertainment Venues,14415.5,12336
Q1/2012,12-Feb,W10-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,996.6,676.8
Q1/2012,12-Feb,W10-2012,Cameras,North America,Internet,Entertainment Venues,760.1,385.2
Q1/2012,12-Feb,W10-2012,Mobile,North America,Internet,Retail,1293.6,1906.8
Q1/2012,12-Feb,W10-2012,Mobile,North America,Retail,Entertainment Venues,22706.2,27616.8
Q1/2012,12-Feb,W10-2012,Repairs,North America,Direct,Retail,3054.7,2150.4
Q1/2012,12-Feb,W10-2012,Repairs,North America,Internet,Retail,17430.6,7383.6
Q1/2012,12-Feb,W10-2012,Repairs,North America,Retail,Internet Direct,74116.9,16940.4
Q1/2012,12-Mar,W10-2012,Computers & Tablets,North America,Retail,Retail,49212.9,117478.8
Q1/2012,12-Mar,W10-2012,Cameras,North America,Direct,Entertainment Venues,35943.6,31581.6
Q1/2012,12-Mar,W10-2012,Cameras,North America,Internet,Retail,18212.7,27037.2
Q1/2012,12-Mar,W10-2012,Office Supplies,North America,Internet,Entertainment Venues,4514.4,1657.2
Q1/2012,12-Mar,W10-2012,Repairs,North America,Retail,Entertainment Venues,2269.3,1648.8
Q1/2012,12-Mar,W10-2012,Portable Electronics,North America,Direct,Entertainment Venues,15032.6,14008.8
Q1/2012,12-Mar,W10-2012,Portable Electronics,North America,Retail,Entertainment Venues,3851.1,5068.8
Q1/2012,12-Mar,W10-2012,Portable Electronics,North America,Retail,Internet Direct,11052.8,7327.2
Q1/2012,12-Mar,W11-2012,Computers & Tablets,North America,Direct,Entertainment Venues,27608.9,38536.8
Q1/2012,12-Mar,W11-2012,Computers & Tablets,North America,Retail,Retail,11249.7,16980
Q1/2012,12-Mar,W11-2012,TV & Home Theatre,North America,Retail,Internet Direct,75029.9,52959.6
Q1/2012,12-Mar,W11-2012,Cameras,North America,Direct,Entertainment Venues,24942.5,22425.6
Q1/2012,12-Mar,W11-2012,Cameras,North America,Direct,Internet Direct,98100.2,48122.4
Q1/2012,12-Mar,W11-2012,Cameras,North America,Internet,Retail,11067.1,14316
Q1/2012,12-Mar,W11-2012,Cameras,North America,Retail,Entertainment Venues,2564.1,2766
Q1/2012,12-Mar,W11-2012,Cameras,North America,Retail,Internet Direct,77218.9,56871.6
Q1/2012,12-Mar,W11-2012,Mobile,North America,Direct,Entertainment Venues,4890.6,2766
Q1/2012,12-Mar,W11-2012,Mobile,North America,Direct,Internet Direct,10688.7,6906
Q1/2012,12-Mar,W11-2012,Mobile,North America,Internet,Branded Stores,26920.3,20424
Q1/2012,12-Mar,W11-2012,Mobile,North America,Internet,Retail,30643.8,36675.6
Q1/2012,12-Mar,W11-2012,Office Supplies,North America,Internet,Entertainment Venues,704,182.4
Q1/2012,12-Mar,W11-2012,Office Supplies,North America,Retail,Internet Direct,37898.3,22420.8
Q1/2012,12-Mar,W11-2012,Repairs,North America,Retail,Branded Stores,40965.1,31968
Q1/2012,12-Mar,W11-2012,Portable Electronics,North America,Direct,Entertainment Venues,14877.5,9303.6
Q1/2012,12-Mar,W11-2012,Portable Electronics,North America,Direct,Retail,2535.5,4425.6
Q1/2012,12-Mar,W11-2012,Portable Electronics,North America,Internet,Entertainment Venues,5448.3,3292.8
Q1/2012,12-Mar,W11-2012,Portable Electronics,North America,Internet,Retail,31971.5,31288.8
Q1/2012,12-Mar,W11-2012,Portable Electronics,North America,Retail,Retail,24497,52732.8
Q1/2012,12-Mar,W12-2012,Computers & Tablets,North America,Internet,Entertainment Venues,21186,15556.8
Q1/2012,12-Mar,W12-2012,Computers & Tablets,North America,Internet,Branded Stores,23712.7,19629.6
Q1/2012,12-Mar,W12-2012,Computers & Tablets,North America,Internet,Retail,52351.2,52789.2
Q1/2012,12-Mar,W12-2012,Computers & Tablets,North America,Retail,Entertainment Venues,16102.9,19495.2
Q1/2012,12-Mar,W12-2012,Computers & Tablets,North America,Retail,Branded Stores,803,1360.8
Q1/2012,12-Mar,W12-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,18487.7,10758
Q1/2012,12-Mar,W12-2012,TV & Home Theatre,North America,Internet,Branded Stores,65965.9,73494
Q1/2012,12-Mar,W12-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,29943.1,24055.2
Q1/2012,12-Mar,W12-2012,Cameras,North America,Direct,Entertainment Venues,6101.7,6382.8
Q1/2012,12-Mar,W12-2012,Cameras,North America,Direct,Retail,19187.3,43845.6
Q1/2012,12-Mar,W12-2012,Mobile,North America,Direct,Entertainment Venues,13074.6,10908
Q1/2012,12-Mar,W12-2012,Mobile,North America,Internet,Entertainment Venues,5229.4,2118
Q1/2012,12-Mar,W12-2012,Mobile,North America,Retail,Entertainment Venues,6059.9,7002
Q1/2012,12-Mar,W12-2012,Office Supplies,North America,Direct,Branded Stores,16716.7,9445.2
Q1/2012,12-Mar,W12-2012,Office Supplies,North America,Direct,Retail,2828.1,1952.4
Q1/2012,12-Mar,W12-2012,Office Supplies,North America,Internet,Internet Direct,7958.5,1898.4
Q1/2012,12-Mar,W12-2012,Office Supplies,North America,Retail,Entertainment Venues,45496,30129.6
Q1/2012,12-Mar,W12-2012,Office Supplies,North America,Retail,Branded Stores,43344.4,37206
Q1/2012,12-Mar,W12-2012,Repairs,North America,Direct,Entertainment Venues,15048,6618
Q1/2012,12-Mar,W12-2012,Repairs,North America,Direct,Retail,25620.1,15537.6
Q1/2012,12-Mar,W12-2012,Repairs,North America,Internet,Retail,8400.7,4735.2
Q1/2012,12-Mar,W12-2012,Portable Electronics,North America,Direct,Retail,30818.7,42642
Q1/2012,12-Mar,W12-2012,Portable Electronics,North America,Internet,Internet Direct,81215.2,36142.8
Q1/2012,12-Mar,W12-2012,Portable Electronics,North America,Retail,Retail,3801.6,7002
Q1/2012,12-Mar,W13-2012,Computers & Tablets,North America,Direct,Entertainment Venues,2592.7,2984.4
Q1/2012,12-Mar,W13-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,14562.9,21451.2
Q1/2012,12-Mar,W13-2012,Cameras,North America,Direct,Entertainment Venues,11567.6,9739.2
Q1/2012,12-Mar,W13-2012,Cameras,North America,Internet,Internet Direct,26217.4,13984.8
